identificador,titulo,municipio_estado,modalidade,modalidade_id,orgao,site_original
AGL-PR-6-35-2023,"Pregão Eletrônico 35/2023","Ângulo [PR]","Pregão eletrônico",5,"Prefeitura de Ângulo (PR)",https://angulo.oxy.elotech.com.br/portaltransparencia/licitacoes
CZDS-PR-6-45-2023,"Pregão Eletrônico 36/2023","Cruzeiro do Sul [PR]","Pregão eletrônico",5,"Prefeitura de Cruzeiro do Sul (PR)",http://177.185.208.165:8085/portaltransparencia/licitacoes
DRDN-PR-6-43-2023,"Pregão Eletrônico 38/2023","Douradina [PR]","Pregão eletrônico",5,"Prefeitura de Douradina (PR)",https://douradina.eloweb.net/portaltransparencia/licitacoes
DRDN-PR-6-44-2023,"Pregão Eletrônico 39/2023","Douradina [PR]","Pregão eletrônico",5,"Prefeitura de Douradina (PR)",https://douradina.eloweb.net/portaltransparencia/licitacoes
GMS-PR-61052,"Pregão Eletrônico 4/2024","Curitiba [PR]","Pregão eletrônico",5,"ESTADO DO PARANÁ - APPA",http://www.administracao.pr.gov.br/Compras/Pagina/Licitacoes-Consulta-Outros-Orgaos-e-Poderes
SASE-PR-5-42024,"Pregão Eletrônico 4/2024","Santo Antônio do Sudoeste [PR]","Pregão eletrônico",5,"Prefeitura de Santo Antônio do Sudoeste (PR)",http://transparencia.pmsas.pr.gov.br/transparencia/licitacoes/verLicitacao?formulario.codEntidade=58&formulario.exercicio=2024&formulario.codLicitacao=4&formulario.codTipoLicitacao=6
MN-4106001-5-42024,"Pregão eletrônico 4/2024","Congonhinhas [PR]","Pregão eletrônico",5,"Prefeitura de Congonhinhas",http://www.ingadigital.com.br/transparencia/index.php?id_cliente=11944&sessao=ca36c5d12d3mca
SNG-PR-5-42024,"Pregão Eletrônico 4/2024","Sengés [PR]","Pregão eletrônico",5,"Prefeitura de Sengés (PR)",http://sengespr.equiplano.com.br:7061/transparencia/licitacoes/verLicitacao?formulario.codEntidade=61&formulario.exercicio=2024&formulario.codLicitacao=4&formulario.codTipoLicitacao=6
NVFT-PR-5-42024,"Pregão eletrônico 4/2024","Nova Fátima [PR]","Pregão eletrônico",5,"Prefeitura de Nova Fátima (PR)",https://www.novafatima.pr.gov.br/licitacao/detalhe/1343/pregistro-de-precos-para-futura-eou-eventual-aquisicao-de-medicamentos-para-a-secretaria-municipal-de-saudep/
CZDS-PR-6-53-2023,"Pregão Eletrônico 40/2023","Cruzeiro do Sul [PR]","Pregão eletrônico",5,"Prefeitura de Cruzeiro do Sul (PR)",http://177.185.208.165:8085/portaltransparencia/licitacoes
CZDS-PR-6-55-2023,"Pregão Eletrônico 42/2023","Cruzeiro do Sul [PR]","Pregão eletrônico",5,"Prefeitura de Cruzeiro do Sul (PR)",http://177.185.208.165:8085/portaltransparencia/licitacoes
CFZ-PR-6-52-2023,"Pregão Eletrônico 48/2023","Cafezal do Sul [PR]","Pregão eletrônico",5,"Prefeitura de Cafezal do Sul (PR)",https://cafezaldosul.eloweb.net/portaltransparencia/licitacoes
CBA-PR-6-96-2023,"Pregão Eletrônico 48/2023","Cambira [PR]","Pregão eletrônico",5,"Prefeitura de Cambira (PR)",https://cambira.eloweb.net/portaltransparencia/licitacoes
REDE-5-1019,"Pregão eletrônico 49/2023","Curitiba [PR]","Pregão eletrônico",5,,https://www.redeempresas.com.br/Portal/Mural.aspx
NVFT-PR-5-52024,"Pregão eletrônico 5/2024","Nova Fátima [PR]","Pregão eletrônico",5,"Prefeitura de Nova Fátima (PR)",https://www.novafatima.pr.gov.br/licitacao/detalhe/1345/pregistro-de-precos-para-futura-e-eventual-aquisicao-de-leite-pasteurizadop/
IBE-PR-6-56-2023,"Pregão Eletrônico 51/2023","Itambé [PR]","Pregão eletrônico",5,"Prefeitura de Itambé (PR)",https://itambe.eloweb.net/portaltransparencia/licitacoes
CBA-PR-6-99-2023,"Pregão Eletrônico 51/2023","Cambira [PR]","Pregão eletrônico",5,"Prefeitura de Cambira (PR)",https://cambira.eloweb.net/portaltransparencia/licitacoes
BSS-PR-6-88-2023,"Pregão Eletrônico 52/2023","Brasilândia do Sul [PR]","Pregão eletrônico",5,"Prefeitura de Brasilândia do Sul (PR)",https://brasilandiadosul.eloweb.net/portaltransparencia/licitacoes
CBA-PR-6-100-2023,"Pregão Eletrônico 52/2023","Cambira [PR]","Pregão eletrônico",5,"Prefeitura de Cambira (PR)",https://cambira.eloweb.net/portaltransparencia/licitacoes
CBA-PR-6-101-2023,"Pregão Eletrônico 53/2023","Cambira [PR]","Pregão eletrônico",5,"Prefeitura de Cambira (PR)",https://cambira.eloweb.net/portaltransparencia/licitacoes
REDE-5-1022,"Pregão eletrônico 54/2023","Curitiba [PR]","Pregão eletrônico",5,,https://www.redeempresas.com.br/Portal/Mural.aspx
IBRP-PR-6-73-2023-5,"Pregão Eletrônico 55/2023","Ibiporã [PR]","Pregão eletrônico",5,"Prefeitura de Ibiporã (PR)",https://ibipora.eloweb.net/portaltransparencia/licitacoes
MN-4106456-5-552024,"Pregão eletrônico 55/2024","Coronel Domingos Soares [PR]","Pregão eletrônico",5,"Prefeitura de Coronel Domingos Soares",https://www.pmcds.pr.gov.br/licitacao/
IBRP-PR-6-74-2023-5,"Pregão Eletrônico 56/2023","Ibiporã [PR]","Pregão eletrônico",5,"Prefeitura de Ibiporã (PR)",https://ibipora.eloweb.net/portaltransparencia/licitacoes
DRC-PR-6-95-2023,"Pregão Eletrônico 56/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
IBRP-PR-6-75-2023-5,"Pregão Eletrônico 57/2023","Ibiporã [PR]","Pregão eletrônico",5,"Prefeitura de Ibiporã (PR)",https://ibipora.eloweb.net/portaltransparencia/licitacoes
REDE-5-1021,"Pregão eletrônico 57/2023","Curitiba [PR]","Pregão eletrônico",5,,https://www.redeempresas.com.br/Portal/Mural.aspx
RCHA-PR-5-572023,"Pregão Eletrônico 57/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=57&formulario.codTipoLicitacao=6
DRC-PR-6-97-2023,"Pregão Eletrônico 57/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
IVE-PR-6-98-2023,"Pregão Eletrônico 57/2023","Ivaté [PR]","Pregão eletrônico",5,"Prefeitura de Ivaté (PR)",https://ivate.eloweb.net/portaltransparencia/licitacoes
REDE-5-1020,"Pregão eletrônico 58/2023","Curitiba [PR]","Pregão eletrônico",5,,https://www.redeempresas.com.br/Portal/Mural.aspx
DRC-PR-6-98-2023,"Pregão Eletrônico 58/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
IBRP-PR-6-77-2023-5,"Pregão Eletrônico 58/2023","Ibiporã [PR]","Pregão eletrônico",5,"Prefeitura de Ibiporã (PR)",https://ibipora.eloweb.net/portaltransparencia/licitacoes
RCHA-PR-5-582023,"Pregão Eletrônico 58/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=58&formulario.codTipoLicitacao=6
IBRP-PR-6-78-2023-5,"Pregão Eletrônico 59/2023","Ibiporã [PR]","Pregão eletrônico",5,"Prefeitura de Ibiporã (PR)",https://ibipora.eloweb.net/portaltransparencia/licitacoes
DRC-PR-6-100-2023,"Pregão Eletrônico 59/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
IVE-PR-6-100-2023,"Pregão Eletrônico 59/2023","Ivaté [PR]","Pregão eletrônico",5,"Prefeitura de Ivaté (PR)",https://ivate.eloweb.net/portaltransparencia/licitacoes
ICAR-PR-6-105-2023,"Pregão Eletrônico 59/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
RCHA-PR-5-592023,"Pregão Eletrônico 59/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=59&formulario.codTipoLicitacao=6
SNG-PR-5-62024,"Pregão Eletrônico 6/2024","Sengés [PR]","Pregão eletrônico",5,"Prefeitura de Sengés (PR)",http://sengespr.equiplano.com.br:7061/transparencia/licitacoes/verLicitacao?formulario.codEntidade=61&formulario.exercicio=2024&formulario.codLicitacao=6&formulario.codTipoLicitacao=6
GMS-PR-61056,"Pregão Eletrônico 6/2024","Curitiba [PR]","Pregão eletrônico",5,"ESTADO DO PARANÁ - APPA",http://www.administracao.pr.gov.br/Compras/Pagina/Licitacoes-Consulta-Outros-Orgaos-e-Poderes
ICAR-PR-6-107-2023,"Pregão Eletrônico 60/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
RCHA-PR-5-602023,"Pregão Eletrônico 60/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=60&formulario.codTipoLicitacao=6
DRC-PR-6-102-2023,"Pregão Eletrônico 60/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
ICAR-PR-6-106-2023,"Pregão Eletrônico 61/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
DRC-PR-6-103-2023,"Pregão Eletrônico 61/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
RCHA-PR-5-612023,"Pregão Eletrônico 61/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=61&formulario.codTipoLicitacao=6
ICAR-PR-6-108-2023,"Pregão Eletrônico 62/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
DRC-PR-6-101-2023,"Pregão Eletrônico 62/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
RCHA-PR-5-622023,"Pregão Eletrônico 62/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=62&formulario.codTipoLicitacao=6
RCHA-PR-5-632023,"Pregão Eletrônico 63/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=63&formulario.codTipoLicitacao=6
MN-4121901-5-6320235-632023,"Pregão eletrônico 63/2023","Ribeirão do Pinhal [PR]","Pregão eletrônico",5,"Prefeitura de Ribeirão do Pinhal",https://www.ribeiraodopinhal.pr.gov.br/filter/1659
ICAR-PR-6-110-2023,"Pregão Eletrônico 63/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
QTCT-PR-6-80-2023,"Pregão Eletrônico 63/2023","Quarto Centenário [PR]","Pregão eletrônico",5,"Prefeitura de Quarto Centenário (PR)",https://quartocentenario.eloweb.net/portaltransparencia/licitacoes
DRC-PR-6-104-2023,"Pregão Eletrônico 63/2023","Doutor Camargo [PR]","Pregão eletrônico",5,"Prefeitura de Doutor Camargo (PR)",https://doutorcamargo.eloweb.net/portaltransparencia/licitacoes
ICAR-PR-6-116-2023,"Pregão Eletrônico 64/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
RCHA-PR-5-642023,"Pregão Eletrônico 64/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=64&formulario.codTipoLicitacao=6
GRTB-PR-6-64-2023,"Pregão Eletrônico 64/2023","Guaratuba [PR]","Pregão eletrônico",5,"Prefeitura de Guaratuba (PR)",https://guaratuba.oxy.elotech.com.br/portaltransparencia/licitacoes
ARPA-PR-5-652023,"Pregão Eletrônico 65/2023","Arapuã [PR]","Pregão eletrônico",5,"Prefeitura de Arapuã (PR)",http://187.95.103.124:7474/transparencia/licitacoes/verLicitacao?formulario.codEntidade=143&formulario.exercicio=2023&formulario.codLicitacao=65&formulario.codTipoLicitacao=6
GDRS-PR-6-94-2023,"Pregão Eletrônico 65/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
ICAR-PR-6-111-2023,"Pregão Eletrônico 65/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
RCHA-PR-5-652023,"Pregão Eletrônico 65/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=65&formulario.codTipoLicitacao=6
ARPA-PR-5-662023,"Pregão Eletrônico 66/2023","Arapuã [PR]","Pregão eletrônico",5,"Prefeitura de Arapuã (PR)",http://187.95.103.124:7474/transparencia/licitacoes/verLicitacao?formulario.codEntidade=143&formulario.exercicio=2023&formulario.codLicitacao=66&formulario.codTipoLicitacao=6
ICAR-PR-6-117-2023,"Pregão Eletrônico 66/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
RCHA-PR-5-662023,"Pregão Eletrônico 66/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=66&formulario.codTipoLicitacao=6
ARPA-PR-5-672023,"Pregão Eletrônico 67/2023","Arapuã [PR]","Pregão eletrônico",5,"Prefeitura de Arapuã (PR)",http://187.95.103.124:7474/transparencia/licitacoes/verLicitacao?formulario.codEntidade=143&formulario.exercicio=2023&formulario.codLicitacao=67&formulario.codTipoLicitacao=6
NVLJ-PR-5-672023,"Pregão Eletrônico 67/2023","Nova Laranjeiras [PR]","Pregão eletrônico",5,"Prefeitura de Nova Laranjeiras (PR)",https://novalaranjeiraspr.equiplano.com.br:7076/transparencia/licitacoes/verLicitacao?formulario.codEntidade=76&formulario.exercicio=2023&formulario.codLicitacao=67&formulario.codTipoLicitacao=6
ICAR-PR-6-115-2023,"Pregão Eletrônico 68/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
GDRS-PR-6-97-2023,"Pregão Eletrônico 68/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
NVLJ-PR-5-682023,"Pregão Eletrônico 68/2023","Nova Laranjeiras [PR]","Pregão eletrônico",5,"Prefeitura de Nova Laranjeiras (PR)",https://novalaranjeiraspr.equiplano.com.br:7076/transparencia/licitacoes/verLicitacao?formulario.codEntidade=76&formulario.exercicio=2023&formulario.codLicitacao=68&formulario.codTipoLicitacao=6
FLRI-PR-13-69-2023,"PREGAO ELETRONICO 69-2023","Floraí [PR]","Pregão eletrônico",5,"Prefeitura de Floraí (PR)",http://florai.pr.gov.br/index.php?sessao=5c25fafec63k5c&modalidade=2
ICAR-PR-6-121-2023,"Pregão Eletrônico 69/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
RCHA-PR-5-692023,"Pregão Eletrônico 69/2023","Rancho Alegre [PR]","Pregão eletrônico",5,"Prefeitura de Rancho Alegre (PR)",http://ranchoalegrepr.equiplano.com.br:7369/transparencia/licitacoes/verLicitacao?formulario.codEntidade=369&formulario.exercicio=2023&formulario.codLicitacao=69&formulario.codTipoLicitacao=6
CMT-PR-6-239-2023,"Pregão Eletrônico 69/2023","Cruzmaltina [PR]","Pregão eletrônico",5,"Prefeitura de Cruzmaltina (PR)",https://cruzmaltina.eloweb.net/portaltransparencia/licitacoes
NVLJ-PR-5-692023,"Pregão Eletrônico 69/2023","Nova Laranjeiras [PR]","Pregão eletrônico",5,"Prefeitura de Nova Laranjeiras (PR)",https://novalaranjeiraspr.equiplano.com.br:7076/transparencia/licitacoes/verLicitacao?formulario.codEntidade=76&formulario.exercicio=2023&formulario.codLicitacao=69&formulario.codTipoLicitacao=6
FLRI-PR-13-70-2023,"PREGAO ELETRONICO 70-2023","Floraí [PR]","Pregão eletrônico",5,"Prefeitura de Floraí (PR)",http://florai.pr.gov.br/index.php?sessao=5c25fafec63k5c&modalidade=2
ICAR-PR-6-122-2023,"Pregão Eletrônico 70/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
NVLJ-PR-5-702023,"Pregão Eletrônico 70/2023","Nova Laranjeiras [PR]","Pregão eletrônico",5,"Prefeitura de Nova Laranjeiras (PR)",https://novalaranjeiraspr.equiplano.com.br:7076/transparencia/licitacoes/verLicitacao?formulario.codEntidade=76&formulario.exercicio=2023&formulario.codLicitacao=70&formulario.codTipoLicitacao=6
GDRS-PR-6-98-2023,"Pregão Eletrônico 70/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
BVA-PR-6-78-2023,"Pregão Eletrônico 70/2023","Boa Vista da Aparecida [PR]","Pregão eletrônico",5,"Prefeitura de Boa Vista da Aparecida (PR)",http://portal.boavistadaaparecida.pr.gov.br:8090/portaltransparencia/licitacoes
FLRI-PR-13-71-2023,"PREGAO ELETRONICO 71-2023","Floraí [PR]","Pregão eletrônico",5,"Prefeitura de Floraí (PR)",http://florai.pr.gov.br/index.php?sessao=5c25fafec63k5c&modalidade=2
BVA-PR-6-79-2023,"Pregão Eletrônico 71/2023","Boa Vista da Aparecida [PR]","Pregão eletrônico",5,"Prefeitura de Boa Vista da Aparecida (PR)",http://portal.boavistadaaparecida.pr.gov.br:8090/portaltransparencia/licitacoes
ICAR-PR-6-123-2023,"Pregão Eletrônico 71/2023","Icaraíma [PR]","Pregão eletrônico",5,"Prefeitura de Icaraíma (PR)",http://177.87.133.100:8090/portaltransparencia/licitacoes
NVC-PR-6-93-2023,"Pregão Eletrônico 73/2023","Nova Cantu [PR]","Pregão eletrônico",5,"Prefeitura de Nova Cantu (PR)",https://novacantu.eloweb.net/portaltransparencia/licitacoes
GDRS-PR-6-101-2023,"Pregão Eletrônico 73/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
MN-4104055-5-732024,"Pregão eletrônico 73/2024","Campo Bonito [PR]","Pregão eletrônico",5,"Prefeitura de Campo Bonito",https://campobonito.pr.gov.br/licitacao/
JTZN-PR-5-752023,"Pregão Eletrônico 75/2023","Jataizinho [PR]","Pregão eletrônico",5,"Prefeitura de Jataizinho (PR)",http://transparencia.jataizinho.pr.gov.br:8080/transparencia/licitacoes/verLicitacao?formulario.codEntidade=384&formulario.exercicio=2023&formulario.codLicitacao=75&formulario.codTipoLicitacao=6
JTZN-PR-5-762023,"Pregão Eletrônico 76/2023","Jataizinho [PR]","Pregão eletrônico",5,"Prefeitura de Jataizinho (PR)",http://transparencia.jataizinho.pr.gov.br:8080/transparencia/licitacoes/verLicitacao?formulario.codEntidade=384&formulario.exercicio=2023&formulario.codLicitacao=76&formulario.codTipoLicitacao=6
GDRS-PR-6-104-2023,"Pregão Eletrônico 76/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
MN-4115309-5-762024,"Pregão eletrônico 76/2024","Mariópolis [PR]","Pregão eletrônico",5,"Prefeitura de Mariópolis",https://www.mariopolis.pr.gov.br/licitacoes/
JTZN-PR-5-772023,"Pregão Eletrônico 77/2023","Jataizinho [PR]","Pregão eletrônico",5,"Prefeitura de Jataizinho (PR)",http://transparencia.jataizinho.pr.gov.br:8080/transparencia/licitacoes/verLicitacao?formulario.codEntidade=384&formulario.exercicio=2023&formulario.codLicitacao=77&formulario.codTipoLicitacao=6
JTZN-PR-5-782023,"Pregão Eletrônico 78/2023","Jataizinho [PR]","Pregão eletrônico",5,"Prefeitura de Jataizinho (PR)",http://transparencia.jataizinho.pr.gov.br:8080/transparencia/licitacoes/verLicitacao?formulario.codEntidade=384&formulario.exercicio=2023&formulario.codLicitacao=78&formulario.codTipoLicitacao=6
GDRS-PR-6-113-2023,"Pregão Eletrônico 79/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
GDRS-PR-6-112-2023,"Pregão Eletrônico 80/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
GDRS-PR-6-115-2023,"Pregão Eletrônico 83/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
GDRS-PR-6-116-2023,"Pregão Eletrônico 84/2023","Grandes Rios [PR]","Pregão eletrônico",5,"Prefeitura de Grandes Rios (PR)",https://grandesrios.eloweb.net/portaltransparencia/licitacoes
BLL-4105706-bd65-842023,"Pregão eletrônico 84/2023","Clevelândia [PR]","Pregão eletrônico",5,"MUNICIPIO DE CLEVELANDIA","Clique aqui"
QTCT-PR-6-107-2023,"Pregão Eletrônico 84/2023","Quarto Centenário [PR]","Pregão eletrônico",5,"Prefeitura de Quarto Centenário (PR)",https://quartocentenario.eloweb.net/portaltransparencia/licitacoes
NVC-PR-6-105-2023,"Pregão Eletrônico 85/2023","Nova Cantu [PR]","Pregão eletrônico",5,"Prefeitura de Nova Cantu (PR)",https://novacantu.eloweb.net/portaltransparencia/licitacoes
GMS-PR-61001,"Pregão Eletrônico 854/2023","Curitiba [PR]","Pregão eletrônico",5,"ESTADO DO PARANÁ - FUNEAS",http://www.administracao.pr.gov.br/Compras/Pagina/Licitacoes-Consulta-Outros-Orgaos-e-Poderes
AST-PR-6-124-2023,"Pregão Eletrônico 86/2023","Astorga [PR]","Pregão eletrônico",5,"Prefeitura de Astorga (PR)",https://astorga.eloweb.net/portaltransparencia/licitacoes
MN-4102000-5-8620245-862024,"Pregão eletrônico 86/2024","Assis Chateaubriand [PR]","Pregão eletrônico",5,"Prefeitura de Assis Chateaubriand",https://www.ingadigital.com.br/transparencia/index.php?id_cliente=60&sessao=be31f4780b3mbe
MN-4102000-5-20245-20245-8720245-872024,"Pregão eletrônico 87/2024","Assis Chateaubriand [PR]","Pregão eletrônico",5,"Prefeitura de Assis Chateaubriand",https://www.ingadigital.com.br/transparencia/index.php?sessao=6bfcf6b24dlc6b&nc=60&id=23350667
PNSB-PR-5-882023-3732023,"Pregão Eletrônico 88/2023","Pinhal de São Bento [PR]","Pregão eletrônico",5,"Prefeitura de Pinhal de São Bento (MG)",https://www.pinhaldesaobento.pr.gov.br/portal/editais/0/1/1165/
PNSB-PR-5-892023-3752023,"Pregão Eletrônico 89/2023","Pinhal de São Bento [PR]","Pregão eletrônico",5,"Prefeitura de Pinhal de São Bento (MG)",https://www.pinhaldesaobento.pr.gov.br/portal/editais/0/1/1169/
MN-4102000-5-892024,"Pregão eletrônico 89/2024","Assis Chateaubriand [PR]","Pregão eletrônico",5,"Prefeitura de Assis Chateaubriand",https://www.ingadigital.com.br/transparencia/index.php?id_cliente=60&sessao=be31f4780b3mbe
MN-4106506-5-9120235-912023,"Pregão eletrônico 91/2023","Coronel Vivida [PR]","Pregão eletrônico",5,"Prefeitura de Coronel Vivida",https://engine.vaionline.com.br/uploads/grupo2/estab2/documentos/docs-14694.pdf
MN-4102000-5-9120245-912024,"Pregão eletrônico 91/2024","Assis Chateaubriand [PR]","Pregão eletrônico",5,"Prefeitura de Assis Chateaubriand",https://www.ingadigital.com.br/transparencia/index.php?id_cliente=60&sessao=be31f4780b3mbe
MN-4102000-5-9220245-922024,"Pregão eletrônico 92/2024","Assis Chateaubriand [PR]","Pregão eletrônico",5,"Prefeitura de Assis Chateaubriand",https://www.ingadigital.com.br/transparencia/index.php?id_cliente=60&sessao=be31f4780b3mbe
QTCT-PR-6-117-2023,"Pregão Eletrônico 93/2023","Quarto Centenário [PR]","Pregão eletrônico",5,"Prefeitura de Quarto Centenário (PR)",https://quartocentenario.eloweb.net/portaltransparencia/licitacoes
MN-4102000-5-932024,"Pregão eletrônico 93/2024","Assis Chateaubriand [PR]","Pregão eletrônico",5,"Prefeitura de Assis Chateaubriand",https://www.ingadigital.com.br/transparencia/index.php?id_cliente=60&sessao=be31f4780b3mbe
GMS-PR-60963,"Pregão Eletrônico 938/2023","Curitiba [PR]","Pregão eletrônico",5,"ESTADO DO PARANÁ - FUNEAS",http://www.administracao.pr.gov.br/Compras/Pagina/Licitacoes-Consulta-Outros-Orgaos-e-Poderes
BLL-4105706-bd65-942023,"Pregão eletrônico 94/2023","Clevelândia [PR]","Pregão eletrônico",5,"MUNICIPIO DE CLEVELANDIA","Clique aqui"
BLL-4105706-bd65-952023,"Pregão eletrônico 95/2023","Clevelândia [PR]","Pregão eletrônico",5,"MUNICIPIO DE CLEVELANDIA","Clique aqui"
GMS-PR-60973,"Pregão Eletrônico 969/2023","Curitiba [PR]","Pregão eletrônico",5,"ESTADO DO PARANÁ - FUNEAS",http://www.administracao.pr.gov.br/Compras/Pagina/Licitacoes-Consulta-Outros-Orgaos-e-Poderes
ARPT-PR-5-992023,"Pregão Eletrônico 99/2023","Arapoti [PR]","Pregão eletrônico",5,"Prefeitura de Arapoti (PR)",http://systransparencia.arapoti.pr.gov.br:7474/transparencia/licitacoes/verLicitacao?formulario.codEntidade=71&formulario.exercicio=2023&formulario.codLicitacao=99&formulario.codTipoLicitacao=6
